,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
370,Super Balmes Guest House,"8,5",3,Eixample,0.3,1.124,"El Super Balmes Guest House se encuentra en el centro de Barcelona, ​​a 2 minutos a pie de la plaza Cataluña. Hay WiFi gratuita.

The Guest House ofrece habitaciones privadas en apartamentos compartidos ubicados en diferentes edificios de la misma zona céntrica.

Todos los alojamientos tienen TV de pantalla plana y baño privado o compartido. Se proporciona ropa de cama y toallas. Todos los apartamentos tienen una cocina totalmente equipada y un salón compartido con sofás.

A poca distancia a pie hay muchos bares y restaurantes. A 10 minutos a pie hay una parada de los autobuses que ofrecen conexiones frecuentes con el aeropuerto.

Las imágenes de la parte superior de esta página corresponden a una selección de diferentes habitaciones y apartamentos situados en la zona Centro de Barcelona. Seleccione una fecha y haga clic en la habitación que desea para ver fotos de cada apartamento."
371,limehome Barcelona Carrer de Fontcoberta - Digital Access,"8,2",,Sarrià,3.9,1.023,"Limehome Barcelona Carrer de Fontcoberta - Digital Access, que está a 2 km de Camp Nou y a 3,1 km de Estación de tren de Sants, ofrece habitaciones con aire acondicionado y baño privado en Barcelona. El hotel tiene wifi gratis y está a unos 4 km de Paseo de Gracia y a 4,1 km de La Pedrera. Este alojamiento libre de humo se encuentra a 3,9 km de Fuente Mágica de Montjuïc.

Las unidades de este alojamiento están equipadas con TV de pantalla plana. El baño privado está equipado con ducha, artículos de aseo gratuitos y secador de pelo. En el hotel, cada habitación cuenta con ropa de cama y toallas.

Casa Batlló está a 4,4 km del alojamiento, y Estación de metro Passeig de Gràcia está a 4,9 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
372,Cosmo Apartments Rambla Catalunya,"8,4",4,Eixample,0.6,5.519,"El Cosmo Apartments Rambla Catalunya se encuentran en el centro de Barcelona, a solo 6 minutos a pie de la plaza Cataluña, y ofrece habitaciones insonorizadas y WiFi gratuita.

Estos apartamentos modernos y luminosos disponen de 3 dormitorios, 2 baños, zona de cocina equipada con lavavajillas, microondas, horno y cafetera, y zona de estar con sofá y TV de pantalla plana. Se proporcionan las toallas y la ropa de cama.

Se pueden solicitar cestas de alimentos gourmet a la llegada.
En la animada y céntrica Rambla de Catalunya hay numerosos bares, restaurantes y tiendas. Además, el supermercado más cercano está a solo 500 metros del alojamiento.

El paseo de La Rambla de Barcelona se encuentra a 600 metros, mientras que la Casa Batlló de Gaudí queda a 3 minutos a pie. El apartamento se halla a solo 200 metros del Paseo de Gracia, que tiene una estación de metro y de tren con conexiones directas hasta el aeropuerto de El Prat."
373,Acta Atrium Palace,"8,2",4,Eixample,0.45,1.540,"Este hotel elegante se encuentra a 250 metros de la estación de metro y del bulevar Paseo de Gracia. Además, está a 5 minutos a pie de la plaza Cataluña y tiene WiFi gratuita. 

Las habitaciones del Acta Atrium Palace, modernas y elegantes, están ubicadas en un bonito edificio que data de 1888. Disponen de aire acondicionado, TV vía satélite y baño privado con artículos de aseo gratuitos y albornoz.

El servicio de habitaciones está disponible las 24 horas.

Las famosas Casa Batlló y La Pedrera de Gaudí están a 10 minutos a pie. Hay recepción 24 horas y mostrador de información turística con servicio de alquiler de coches. Hay aparcamiento público en la zona."
374,BruStar Sagrada Familia,"7,9",3,Eixample,1.6,1.091,"El BruStar Sagrada Familia está situado en Barcelona, ​​a 500 metros de la Sagrada Familia.

Las habitaciones disponen de TV de pantalla plana, hervidor y baño privado con ducha, artículos de aseo gratuitos y secador de pelo.

El BruStar Sagrada Familia se encuentra a 900 metros de La Pedrera, a 1,1 km de la Casa Batlló y a 14 km del aeropuerto de Barcelona-El Prat."
375,Hostal Las Flores Ramblas,"8,3",2,Ciutat Vella,0.7,1.728,"Este céntrico hotel se encuentra en Las Ramblas de Barcelona, junto a la estación de metro de Liceu y a 50 metros del mercado de la Boquería. Ofrece habitaciones con aire acondicionado, conexión inalámbrica a internet gratuita y TV de pantalla plana.

Cerca del Hostal Las Flores Ramblas encontrará aparcamiento público. La estupenda ubicación de este hostal le permitirá desplazarse a pie a los principales lugares de interés de la ciudad.

La catedral de Barcelona está a 5 minutos a pie y la Sagrada Familia de Gaudí se encuentra a 10 minutos en metro o autobús.

Las Flores ofrece servicio de recepción las 24 horas, lo que le permitirá disfrutar de la vida nocturna del centro de Barcelona. Este hostal también ofrece guardaequipaje y mostrador de información turística."
376,AG Apartments,"8,6",4,Sants,1.5,1.558,"El Apartamentos AG ocupa un edificio restaurado de 1893 y se encuentra en el barrio Poble Sec de Barcelona. Hay WiFi gratuita. El establecimiento está a 1,2 km de la plaza Plaça d'Espanya

En la zona de recepción del Apartamentos AG hay una galería fotográfica. Todos los apartamentos están decorados con fotografías del artista Enrique Rottenberg y presentan un estilo que combina toques rústicos e industriales. El establecimiento conserva las paredes de ladrillo originales, arcos y vigas a la vista, puertas de madera y suelo de cerámica.

Todos los apartamentos incluyen aire acondicionado y calefacción. Hay una sala de estar con TV inteligente de 42 pulgadas, cocina de planta abierta totalmente equipada y un baño moderno. Algunos apartamentos tienen un balcón. Se facilitan toallas y ropa de cama. El edificio dispone de ascensor.

La estación de metro Poble Sec, la más cercana, se encuentra a 400 metros del establecimiento y permite el acceso a la plaza Plaça de Catalunya en 4 paradas. Los autobuses al aeropuerto de Barcelona El Prat, situado a 20 minutos en coche del establecimiento, salen de la plaza Plaça d'Espanya.

Las imágenes que se muestran en la parte superior de esta página son una selección de los diferentes apartamentos situados en el barrio Poble Sec. Para ver las fotografías de cada apartamento, seleccione una fecha y pinche sobre el apartamento correspondiente."
377,Barcelona Apartment Gran de Gràcia,"8,0",3,Gracia,2.4,1.983,"Estos apartamentos, situados en el encantador barrio de Gràcia, tienen un diseño elegante y cuentan con balcón y cocina sofisticada con vitrocerámica, lavavajillas y lavadora. La estación de metro de Fontana está a solo 200 metros.

Los apartamentos del Gran de Gracia disponen de aire acondicionado y presentan una decoración elegante y contemporánea. Todos cuentan con salón con TV de pantalla plana y 2 sofás cama. Los baños son modernos y tienen ducha.

A 5 minutos a pie de los apartamentos del Gran de Gracia hay una variedad de supermercados, cafeterías y restaurantes. Las calles de los alrededores están repletas de tiendas peculiares y de bares animados.

La Casa Vicens de Gaudí está a solo 150 metros de los apartamentos, mientras que el parque Güell se halla a 20 minutos a pie. Asimismo, el paseo de Gracia queda a unos 15 minutos a pie."
378,Hotel Barcelona Catedral,"8,5",4,Ciutat Vella,0.5,1.892,"Este alojamiento alberga gimnasio y terraza en la azotea con piscina y fantásticas vistas a la ciudad. Está situado en el histórico Barrio Gótico, a 100 metros de la catedral de Barcelona.

Las elegantes habitaciones del Barcelona Catedral Hotel incluyen suelo de madera, aire acondicionado, WiFi gratuita, caja fuerte para ordenador portátil y TV de pantalla plana con canales internacionales. Está prohibido fumar en ellas, pero hay zonas comunes donde sí está permitido.

El restaurante 4 Capellans del hotel sirve cocina mediterránea creativa y ofrece un menú para celíacos. A menos de 5 minutos a pie hay una amplia variedad de restaurantes y bares de tapas, como los del famoso barrio de El Born.

El Hotel Barcelona Catedral está a 450 metros de la plaza de Catalunya y a solo 5 minutos a pie de Las Ramblas."
379,ApartEasy - Central Gracia Apartments,"6,9",3,Gracia,1.5,2.029,"ApartEasy - Central Gracia Apartments se encuentra en Barcelona, cerca de Paseo de Gracia, La Pedrera y Casa Batlló, y dispone de terraza. Hay wifi gratis y se ofrece parking privado por un suplemento.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV y baño privado con ducha y secador de pelo. También se ofrece nevera, microondas y fogones, además de cafetera y hervidor.

El apartamento ofrece servicio de alquiler de bicicletas.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Teatro Tívoli y Palacio de la Música Catalana. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
380,The One Barcelona GL,"9,1",5,Eixample,1.2,2.202,"El One Barcelona GL alberga centro de fitness, terraza, restaurante y bar en Barcelona. Este hotel de 5 estrellas ofrece wifi gratuita y servicio de habitaciones y de conserjería. El establecimiento se encuentra a 1,2 km del centro de la ciudad y a 200 metros de La Pedrera.

Las habitaciones del hotel disponen de aire acondicionado, escritorio, cafetera, minibar, caja fuerte, TV de pantalla plana y baño privado con ducha. Las habitaciones están equipadas con hervidor de agua, mientras que algunas también cuentan con cocina con nevera, lavavajillas y microondas. Todas las habitaciones del The One Barcelona GL incluyen ropa de cama y toallas.

El alojamiento sirve un desayuno continental, inglés/irlandés completo o americano.

El establecimiento cuenta con sauna y centro de spa y bienestar.

El personal de la recepción habla árabe, catalán, checo y alemán.

El The One Barcelona GL está cerca de la Casa Batlló, el Paseo de Gracia y la estación de metro Paseo de Gracia. El aeropuerto de Barcelona-El Prat, situado a 13 km del hotel, es el más cercano. Se proporciona un servicio de enlace con el aeropuerto por un suplemento."
381,Casa Abamita,"8,6",3,Eixample,0.6,1.981,"Los Apartamentos Mayerling Abamita se encuentran en Barcelona y ofrecen alojamiento con aire acondicionado. El establecimiento está a 600 metros de la plaza Plaça Catalunya. Hay WiFi gratuita en todo el recinto.

El alojamiento dispone de estudios y habitaciones. Los estudios incluyen zona de cocina con vitrocerámica. Las habitaciones y los estudios están equipados con TV de pantalla plana, microondas y nevera. Hay baño privado con secador de pelo en todos los alojamientos. Se proporcionan toallas y ropa de cama.

Los Apartamentos Mayerling Abamita se encuentran a 600 metros de la avenida Portal de l'Angel, a 700 metros de la Seu, la catedral de Barcelona, y a 13 km del aeropuerto de Barcelona-El Prat, el más cercano."
382,Rental Apartment Barcelona,"9,3",4,Eixample,0.8,2.743,"El Rental Apartment Barcelona es un alojamiento independiente situado en varios lugares de una zona pequeña en el centro de Barcelona. Hay conexión WiFi gratuita. El establecimiento se encuentra a pocos pasos de La Pedrera y del Passeig de Gràcia.

Los apartamentos son modernos y disponen de aire acondicionado, zona de estar, zona de cocina completa con lavavajillas y microondas y baño privado con bañera o ducha y secador de pelo. Las habitaciones tienen vistas a la ciudad."
383,Barcelona Beach Breeze,"9,1",4,Sant Martí,3.3,2.590,"Barcelona Beach Breeze, que tiene piscina al aire libre, jardín y terraza, dispone de alojamiento en Barcelona con wifi gratis y vistas al jardín. Hay parking privado en el propio alojamiento.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y secador de pelo. Hay TV de pantalla plana.

Cerca del alojamiento hay puntos de interés como Playa de la Mar Bella, Platja de la Nova Mar Bella y Platja del Bogatell. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 17 km."
384,Acta Splendid,"8,6",3,Eixample,0.7,1.291,"El Acta Splendid está situado en el centro de Barcelona, ​​a 5 minutos a pie de la plaza de Cataluña y de Las Ramblas. Dispone de recepción 24 horas y ofrece habitaciones con aire acondicionado, TV vía satélite y conexión WiFi gratuita.

El personal de la recepción del Hotel Splendid, abierta las 24 horas, podrá ayudar a reservar entradas para visitas guiadas, espectáculos en directo y otros eventos. También hay un ordenador en el vestíbulo que los huéspedes pueden utilizar de forma gratuita.

El establecimiento está a 450 metros (unos 7 minutos a pie) de un aparcamiento público y a 15 minutos a pie del Palau de la Música Catalana, un auditorio modernista declarado Patrimonio de la Humanidad por la UNESCO.

Se sirven desayunos sin gluten, bajo petición."
385,Barcelona Apartment Aramunt,"7,2",3,Eixample,0.9,1.964,"El Aramunt Apartment ofrece estudios elegantes y modernos a 10 minutos a pie de la estación de metro de Paseo de Gracia. El establecimiento tiene WiFi gratuita y una terraza con tumbonas y piscina pequeña (5,5 x 1 metro).

Los estudios del Aramunt pueden alojar a 2-4 personas, son luminosos y están totalmente equipados. Disponen de aire acondicionado, zona de cocina, secadora de ropa y lavavajillas. También incluyen zona de comedor y zona de estar con TV de pantalla plana y sofá cama doble. Hay baño con ducha, secador de pelo y artículos de aseo gratuitos.

A pocos pasos del alojamiento se pueden encontrar muchos lugares turísticos. En el cercano paseo de Gracia hay ejemplos de arquitectura modernista muy conocidos, como la Casa Batlló y La Pedrera.

El corazón cultural de la capital catalana, situado en los alrededores de la plaza de Cataluña y las Ramblas, está a 10 minutos a pie del establecimiento.

Los huéspedes del Aramunt Apartment tienen acceso gratuito al Museo Egipcio de Barcelona. Además, hay aparcamiento público de pago en las inmediaciones del establecimiento y los autobuses que van a la playa de la Barceloneta paran delante de los apartamentos."
386,Suite Home Sagrada Familia,"8,6",4,Eixample,2.2,4.653,"Situado en la arbolada avenida Gaudí, el Suite Home Barcelona está a solo 250 metros de la catedral de la Sagrada Familia. Algunos apartamentos ofrecen vistas al famoso monumento de Barcelona, Hay wifi gratuita.

Todos los apartamentos disponen de aire acondicionado y suelo de parquet. La zona de estar y de comedor dispone de TV de pantalla plana. También cuenta con caja fuerte. Todos los apartamentos son diferentes. Puede tener 2 baños completos o 1 baño completo y 1 ducha adicional y aseo adicional. El apartamento clásico es el único que dispone de 1 baño completo y 1 ducha adicional.

La cocina está equipada con placa de cocina, horno, lavavajillas y microondas. Hay lavadora y utensilios de planchado.

El Suite Home Sagrada Familia se encuentra a poca distancia de varias cafeterías, restaurantes y supermercados."
387,Free Hostels Barcelona,"8,1",,Eixample,2.1,1.930,"El Free Hostels Barcelona ofrece WiFi gratuita y se encuentra en el centro de Barcelona, ​​a 700 metros de la estación de metro de Hospital Clínic. La Pedrera de Gaudí se encuentra a 23 minutos a pie.

Las habitaciones tienen colchones de espuma viscoelástica, aire acondicionado, enchufes, luces de lectura, taquillas y caja fuerte. El baño, situado en el interior de la habitación, es compartido e incluye artículos de aseo gratuitos. El establecimiento proporciona sábanas, mientras que las toallas se podrán alquilar por un suplemento.

El Free Hostels Barcelona cuenta con recepción abierta las 24 horas, sala de TV compartida y una cocina compartida. Además, ofrece servicio de venta de entradas y servicio de información turística.

El Camp Nou está situado a 30 minutos a pie y las Ramblas se encuentran a 25 minutos en metro. La playa de la Barceloneta está a 45 minutos en transporte público."
388,Aspasios Sagrada Familia Apartments,"9,2",4,Eixample,2.3,2.192,"El Aspasios Sagrada Familia Apartments se encuentra en Barcelona, a 500 metros de la Sagrada Familia, y ofrece alojamiento bien equipado con WiFi gratuita.

Todos los alojamientos cuentan con TV de pantalla plana, sala de estar con sofá, baño privado y cocina totalmente equipada con lavavajillas, horno, cafetera y hervidor de agua. Hay lavadora, ropa de cama y toallas.

La Pedrera se halla a 19 minutos a pie del apartamento, y la Casa Batlló está a 1,8 km. El aeropuerto de Barcelona-El Prat se sitúa a 15 km."
389,Pierre & Vacances Barcelona Sants,"8,5",3,Sants,4.0,1.580,"El Pierre & Vacances Barcelona Sants ofrece alojamiento elegante con aire acondicionado y está situado a solo 5 minutos a pie del estadio Camp Nou del FC Barcelona. Hay WiFi gratuita de alta velocidad.

Los apartamentos y los estudios son luminosos e incluyen zona de cocina bien equipada y TV de pantalla plana con canales vía satélite.

Los estudios y los apartamentos del Pierre & Vacances presentan una decoración moderna y funcional y ofrecen vistas a la calle. La zona de cocina dispone de nevera, microondas y lavavajillas. Hay caja fuerte disponible por un suplemento.

El Pierre & Vacances Barcelona Sants se encuentra en el barrio animado de Sants, que alberga varias tiendas, bares y cafeterías.

La estación de metro de Badal, ubicada a 200 metros, proporciona conexiones con la estación de tren de Sants en menos de 10 minutos. La estación de metro Collblanc ofrece conexiones directas con el aeropuerto de Barcelona y la feria Europa Fira y está a 500 metros del establecimiento."
390,You Stylish City Center Apartments,"8,4",4,Eixample,0.15,2.478,"El You Stylish City Center Apartments, situado junto a la estación de Plaza Catalunya, ofrece apartamentos modernos con aire acondicionado y conexión Wi-Fi gratuita. Estos apartamentos de lujo están a solo 1 minuto a pie de Las Ramblas.

Los apartamentos son amplios y luminosos y presentan una decoración moderna y elegante. Incluyen calefacción y cocina moderna con vitrocerámica, lavavajillas y utensilios de cocina.

Se ofrece servicio de conserjería 24 horas.

El establecimiento está a 2 minutos a pie de varios restaurantes y tiendas, como El Corte Inglés. El mostrador de información turística del You Stylish proporciona información a los huéspedes. Además, hay una oficina de turismo a solo 150 metros, así como una piscina y un gimnasio en las inmediaciones, disponibles por un suplemento.

Los autobuses que van directamente al aeropuerto de Barcelona paran a solo 50 metros de los apartamentos. La estación Plaza de Cataluña proporciona conexiones directas en metro con todas las zonas de Barcelona y conexiones en tren con los Pirineos y la Costa Brava."
391,45 Times Barcelona Hotel,"8,6",4,Eixample,0.1,2.688,"El 45 Times Barcelona Hotel se encuentra en Barcelona y cuenta con piscina exterior, centro de fitness, terraza y restaurante. Este hotel de 4 estrellas dispone de wifi gratuita, servicio de habitaciones y recepción 24 horas. El establecimiento se encuentra a 2,7 km de la playa de Sant Miquel y a 200 metros del centro de la ciudad.

Las habitaciones del hotel disponen de aire acondicionado, escritorio, cafetera, minibar, caja fuerte, TV de pantalla plana y baño privado con ducha. Todas las habitaciones disponen de armario.

Por las mañanas se sirve un desayuno continental, buffet o americano.

Cerca del 45 Times Barcelona Hotel hay varios lugares de interés, como la plaza Catalunya, el Portal del Ángel y el paseo de Gracia. El aeropuerto de Barcelona-El Prat está a 13 km del alojamiento."
392,Hotel Balmoral,"8,4",4,Sarrià,1.6,1.321,"El Hotel Balmoral está situado en Barcelona, a 5 minutos a pie de la estación de metro de Diagonal y del paseo de Gracia. Este hotel boutique ofrece WiFi gratuita y acceso gratuito a su zona de bienestar.

Las habitaciones del Balmoral Hotel Barcelona son modernas, presentan un diseño elegante y práctico e incluyen aire acondicionado. Todas tienen TV de pantalla plana y minibar.

El hotel alberga una pequeña zona de bienestar con sauna, ducha sensorial y máquinas de fitness. Hay cabinas de masaje y terraza solárium.

Se ofrece una bebida de bienvenida gratuita de 12:00 a 18:00. El hotel cuenta con bar y a 5 minutos a pie, en el famoso barrio de Gràcia, hay bares y restaurantes. Por las mañanas se sirve un desayuno buffet.

El Hotel Balmoral Barcelona alberga un salón con TV de pantalla grande donde se retransmiten eventos deportivos. También hay 2 ordenadores con conexión a internet.

El hotel está a solo 5 minutos a pie de la famosa Pedrera de Gaudí y a 2 km de la emblemática Sagrada Familia. Las estaciones de metro y autobús cercanas comunican directamente con la plaza de Cataluña, el centro histórico de Barcelona y el estadio Camp Nou del F. C. Barcelona. El hotel proporciona aparcamiento privado por un suplemento."
393,Apartment Sagrada Familia Grassot - Industria by Interhome,"8,9",3,Gracia,1.9,1.404,"Apartment Sagrada Familia Grassot - Industria by Interhome se encuentra en Barcelona, a 10 min a pie de Sagrada Familia y a 1,4 km de La Pedrera, y ofrece alojamiento con aire acondicionado, balcón y wifi gratis. Este apartamento de 3 estrellas está a 14 min a pie de Paseo de Gracia.

El apartamento dispone de 1 dormitorio, TV de pantalla plana, una cocina equipada con nevera y lavavajillas, lavadora y 1 baño con ducha.

Casa Batlló está a 1,8 km del alojamiento, y Estación de metro Passeig de Gràcia está a 2,4 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
394,"Ferienwohnung für 3 Personen ca 50 qm in Barcelona-Sants-Montjuïc, Costa Brava Costa del Maresme",,,Sants,1.9,1.795,"Ferienwohnung für 3 Personen ca 50 qm in Barcelona-Sants-Montjuïc, Costa Brava Costa del Maresme se encuentra en el barrio de Sants-Montjuïc, en Barcelona, a 6 min a pie de Fuente Mágica de Montjuïc y a 1,8 km de Estación de tren de Sants, y ofrece alojamiento equipado con balcón y wifi gratis. Este apartamento está a 2,6 km de Plaza Cataluña y a 2,7 km de Paseo de Gracia.

El apartamento cuenta con TV. La zona de cocina está equipada con nevera, microondas y tostadora, además de cafetera.

Cerca del alojamiento hay puntos de interés como Palau Sant Jordi, Mercado de la Boquería y Montjuïc. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
395,Glorias:Sagrada Familia 15 minutos - Playa 20 minutos,"9,2",3,Sant Martí,2.7,1.574,"Glorias:Sagrada Familia 15 minutos - Playa 20 minutos está en Barcelona, a 2,2 km de Platja del Bogatell y a 2,2 km de Playa de la Mar Bella, y ofrece wifi gratis y aire acondicionado. El alojamiento ofrece vistas a la ciudad y está a 2,4 km de Platja de la Nova Icària y a 1,7 km de Sagrada Familia.

El apartamento se encuentra en la planta baja y dispone de 3 dormitorios, TV de pantalla plana y cocina totalmente equipada con nevera, horno, lavadora, microondas y fogones. Hay toallas y ropa de cama en el apartamento.

Casa Batlló está a 3 km del alojamiento, y La Pedrera está a 3,3 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km."
396,Cuatro Naciones,"8,2",2,Ciutat Vella,1.0,1.617,"El Cuatro Naciones goza de una ubicación ideal en las famosas Ramblas de Barcelona, ​​a 200 metros de la estación de metro de Drassanes. Este establecimiento está situado en un edificio del siglo XVIII y ofrece habitaciones con WiFi gratuita y TV vía satélite de pantalla plana.

El Naciones tiene una decoración sencilla y las habitaciones cuentan con aire acondicionado y baño privado con secador de pelo.

La catedral de Barcelona está a unos 10 minutos a pie, mientras que el Puerto Viejo se encuentra a solo 400 metros.

Además, el Cuatro Naciones queda a 5 minutos a pie del Barrio Gótico y de sus numerosos restaurantes, bares y cafeterías."
397,David's House,"9,2",3,Gracia,2.6,2.632,"David's House es un alojamiento con vistas a la ciudad que se encuentra en Barcelona, a 1,8 km de Paseo de Gracia y a 2,3 km de La Pedrera. Este alojamiento con aire acondicionado está a 14 min a pie de Sagrada Familia y ofrece wifi gratis y parking privado en el propio alojamiento.

El apartamento dispone de 3 dormitorios, TV de pantalla plana con canales por cable, una cocina equipada con nevera y horno, lavadora y 1 baño con bidet. Hay toallas y ropa de cama en el apartamento.

Parque Güell está a 17 min a pie del alojamiento, y Casa Batlló está a 2,8 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
398,LetsGo Diagonal Avenue Apartment,"8,2",4,Sarrià,1.7,3.249,"LetsGo Diagonal Avenue Apartment se encuentra en el barrio de Sarrià-Sant Gervasi, en Barcelona, a 3 min a pie de Paseo de Gracia, a 800 metros de La Pedrera y a 14 min a pie de Casa Batlló. Dispone de vistas a la ciudad y wifi gratis en todo el alojamiento.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Teatro Tívoli y Plaza Cataluña. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
399,Feelathome Plaza Apartments,"8,5",4,Sants,2.7,1.735,"El Feelathome Plaza Apartments ofrece apartamentos con conexión Wi-Fi gratuita y calefacción. Los apartamentos están a 100 metros de la estación de metro de Hostafrancs y a 650 metros de la Plaza España y del centro de congresos Fira de Barcelona.

Los apartamentos presentan una decoración elegante e incluyen zona de estar, TV de pantalla plana con canales vía satélite y reproductor de DVD. La mayoría de los apartamentos disponen de balcón o terraza y todos tienen acceso a una terraza en la azotea de uso común con vistas a la zona.

Los apartamentos tienen zona de comedor y cocina equipada con lavadora, horno y cafetera, así como baño con ducha. La ropa de cama y las toallas están incluidas.

Hay varios restaurantes y tiendas a 3 minutos a pie del establecimiento. Los apartamentos están a 3 km de la Plaza de Cataluña y del centro de Barcelona. La estación de tren de Sants se halla a 10 minutos a pie del establecimiento."
400,Andante Hotel,"8,3",3,Ciutat Vella,1.2,1.540,"El Andante Hotel se encuentra en el centro de Barcelona, a 350 metros de la estación de metro de Drassanes y de La Rambla, y dispone de una pequeña piscina en la azotea con unas vistas impresionantes a Barcelona. También cuenta con wifi gratuita y gimnasio.

Las habitaciones son modernas y están equipadas con aire acondicionado, suelo de parquet, caja fuerte para ordenador portátil y TV vía satélite de pantalla plana. El baño incluye espejo de cuerpo entero y secador de pelo de alta potencia.

El hotel ofrece un desayuno buffet con cocina en vivo. También se sirven desayunos sin gluten, bajo petición. Además, hay una terraza amplia y una zona de autoservicio con microondas y máquinas expendedoras de bebidas, aperitivos y bocadillos.

Se puede alquilar un coche en el mostrador de información turística y se facilita servicio de transporte privado desde y hacia el aeropuerto de Barcelona El Prat bajo petición y por un suplemento. El hotel dispone de consigna de equipaje, servicio de lavandería y servicio de planchado.

La terraza de la azotea estará cerrada por mantenimiento del 15 al 25 de enero de 2024."
401,GAUDI Barcelonastuff Apartments,"8,6",4,Eixample,2.6,2.847,"Estos modernos apartamentos están situados en una tranquila calle peatonal de Barcelona, a solo 8 minutos a pie de la emblemática Sagrada Familia de Gaudí. Cuentan con conexión Wi-Fi gratuita y balcón privado.

Los apartamentos del Sagrada Família Apartments presentan una decoración elegante y cuentan con suelo de parqué y aire acondicionado de la sala de estar.  Tienen un salón con sofá cama, TV de pantalla plana y reproductor de DVD. El balcón cuenta con mesa y sillas.

La cocina está bien equipada con utensilios, horno, cafetera, lavavajillas y lavadora. El baño incluye secador de pelo. Se proporcionan toallas y ropa de cama.

Los apartamentos están a solo 200 metros del hermoso Hospital Sant Pau, un impresionante edificio modernista. La estación de metro de Hospital Sant Pau, situada a 300 metros, conecta con el centro de la ciudad en 3 paradas."
402,Vincent's House,"9,2",4,Horta,2.7,2.614,"Vincent's House se encuentra en el barrio de Horta-Guinardó, en Barcelona, cerca de Sagrada Familia. Dispone de wifi gratis y lavadora. El apartamento, que se encuentra en un edificio de 1960, está a 16 min a pie de Parque Güell y a 1,9 km de Paseo de Gracia.

Este apartamento consta de 4 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y ducha. Se ofrece TV de pantalla plana con canales por cable, además de ordenador y soporte para iPod.

El apartamento ofrece servicio de alquiler de coches.

La Pedrera está a 2,9 km del alojamiento, y Casa Batlló está a 3,4 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
403,Hesperia Barcelona Barri Gòtic,"8,7",,Ciutat Vella,1.1,1.546,"Hesperia Barcelona Barri Gòtic es un alojamiento bien ubicado en el centro de Barcelona que ofrece habitaciones con aire acondicionado, centro de fitness, wifi gratis y salón de uso común. El alojamiento está a unos 18 min a pie de Platja de Sant Sebastià, a 1,6 km de Platja de la Barceloneta y a 5 min a pie de Plaza Real. Este alojamiento hipoalergénico se encuentra a 16 min a pie de Platja de Sant Miquel.

En el hotel, todas las habitaciones están equipadas con escritorio, TV de pantalla plana, baño privado, ropa de cama y toallas. Cada habitación está equipada con caja fuerte, algunas ofrecen balcón y otras también disponen de vistas a la ciudad. Las habitaciones cuentan con armario y hervidor.

En Hesperia Barcelona Barri Gòtic se sirve un desayuno continental.

Hay un centro de negocios y máquinas expendedoras de snacks y bebidas en el propio alojamiento en el alojamiento. El personal de la recepción habla catalán, inglés y español, y puede ayudar a la clientela a planificar su estancia.

Cerca del alojamiento hay puntos de interés como Santa María del Mar, Museo Picasso y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
