,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
390,bp1- Piso para Grandes Grupos,"8,0",3,Eixample,0.7,10.096,"Bp1- Piso para Grandes Grupos está en pleno corazón de Barcelona, a poca distancia de Plaza Cataluña y Estación de metro Passeig de Gràcia. Ofrece equipamiento como wifi gratis, aire acondicionado, microondas y cafetera. El alojamiento ofrece vistas a la ciudad y está a 10 min a pie de Teatro Tívoli y a 1,2 km de Portal del Ángel.

El apartamento dispone de 7 dormitorios, una cocina con nevera y horno, y 2 baños con ducha, secador de pelo y lavadora. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Paseo de Gracia y Mercado de la Boquería. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
391,Barcelona Central Apartments,"7,0",3,Eixample,0.8,1.899,"Barcelona Central Apartments ofrece alojamiento bien equipado y con wifi gratis en el centro de Barcelona, a 2,7 km de Platja de la Barceloneta y a 2,8 km de Platja del Somorrostro.

También hay una cocina equipada con nevera en algunas unidades.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Casa Batlló y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km."
392,Sweett - Urgell Eixample,"8,9",4,Eixample,1.1,2.713,"Sweett - Urgell Eixample está en Barcelona, a 15 min a pie de Estación de metro Passeig de Gràcia y a 1,2 km de Plaza Cataluña, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También hay nevera, lavavajillas y horno, además de cafetera.

Cerca del alojamiento hay puntos de interés como Portal del Ángel, Teatro Tívoli y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
393,Ola Living Poblenou Beach,,4,Sant Martí,3.4,2.145,"Ola Living Poblenou Beach está en Barcelona, a 7 min a pie de Playa de la Mar Bella y a 600 metros de Platja del Bogatell, y ofrece alojamiento con wifi gratis y TV.

Cada unidad está equipada con aire acondicionado, baño privado y cocina con nevera, lavavajillas, horno y microondas. Algunas unidades disponen de terraza y/o balcón.

Platja de la Nova Mar Bella está a 10 min a pie del alojamiento, y Port Olimpic está a 2,4 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
394,Confortable y lujoso yate deportivo,"8,0",,Barcelona,5.7,3.052,"Confortable y lujoso yate deportivo ofrece terraza y vistas a la ciudad. Está en Barcelona, a 5 min a pie de Platja del Fòrum y a 1,5 km de Platja del Litoral. Hay wifi gratis en todo el alojamiento y parking privado en el propio alojamiento.

Este barco con aire acondicionado consta de 2 dormitorios independientes, 2 baños con secador de pelo y una sala de estar. Hay toallas y ropa de cama en el barco.

Platja de Llevant está a 19 min a pie del alojamiento, y Port Olimpic está a 5,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 19 km."
395,Apartments Gaudi Barcelona,"6,9",3,Gracia,1.6,2.167,"El Apartments Gaudí Barcelona está situado ​​en el barrio de Gràcia, a solo 10 minutos a pie de la Sagrada Familia de Gaudí, y ofrece alojamientos elegantes.

Todos los estudios y apartamentos del Gaudí Barcelona presentan una decoración con encanto. Además, disponen de una cocina o una zona de cocina equipada con microondas, nevera y cafetera. La zona de estar incluye TV de pantalla plana.

Las calles que rodean al Apartments Gaudí Barcelona cuentan con una selección de tiendas. En Gràcia también hay muchos cafés, bares y restaurantes.

El paseo de Gràcia está a 10 minutos a pie de los apartamentos y la Pedrera y la casa Batlló de Gaudí, a 1,5 km. La Rambla queda a 10 minutos en metro.


Los apartamentos de este establecimiento están situados en diferentes ubicaciones de Barcelona, cerca del barrio de Gracia. El registro de entrada se hace directamente en el apartamento. La dirección y otros datos de los alojamientos figuran en la descripción individual de cada apartamento."
396,Sunny Apartment 3bed with terraze,"9,0",,Eixample,1.4,5.392,"Sunny Apartment 3bed with terraze ofrece alojamiento con una ubicación excelente en el centro de Barcelona y dispone de terraza. Este apartamento ofrece wifi gratis y un balcón.

Este apartamento tiene aire acondicionado y cuenta con 1 dormitorio, TV de pantalla plana y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

En el apartamento se sirve todas las mañanas un desayuno continental.

Cerca del alojamiento hay puntos de interés como La Pedrera, Paseo de Gracia y Casa Batlló. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km."
397,Cosy 1 BR flat in Sant Andreu-ready to live in,"6,9",3,Sant Andreu,5.2,1.881,"Cosy 1 BR flat in Sant Andreu-ready to live in se encuentra en Barcelona, a 4,1 km de Sagrada Familia y a 5,6 km de La Pedrera, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Este apartamento está a 5,7 km de Casa Batlló y a 6,1 km de Paseo de Gracia.

Este apartamento con aire acondicionado consta de 1 dormitorio, una cocina y 1 baño. Hay toallas y ropa de cama en el apartamento.

Estación de metro Passeig de Gràcia está a 6,2 km del alojamiento, y Palacio de la Música Catalana está a 6,5 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 18 km."
398,Cozy Apartment II - Les Corts,"9,3",4,Les Corts,3.1,2.981,"Cozy Apartment II - Les Corts se encuentra en el barrio de Les Corts, en Barcelona, a 2,2 km de Camp Nou y a 2,4 km de Fuente Mágica de Montjuïc, y ofrece alojamiento equipado con balcón y wifi gratis. El alojamiento, que está a 13 min a pie de Estación de tren de Sants, dispone de terraza y parking privado gratis.

Este apartamento tiene aire acondicionado y dispone de 2 dormitorios y 1 baño con bidet, ducha y artículos de aseo gratuitos. La cocina está equipada con nevera, lavavajillas y horno, además de cafetera.

Paseo de Gracia está a 3,5 km del alojamiento, y La Pedrera está a 3,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
399,Enjoybcn Dali Apartments,"9,0",4,Ciutat Vella,0.9,6.001,"El Enjoybcn Dali Apartments se encuentra en Barcelona, a 200 meters del Museo Picasso, y ofrece alojamiento con WiFi gratuita y terraza.

Todos los alojamientos cuentan con cocina totalmente equipada, TV de pantalla plana con canales vía satélite, sala de estar y baño privado. Hay lavavajillas, horno, microondas y cafetera.

La Seu, la catedral de Barcelona, está a 300 meters del apartamento. El aeropuerto más cercano es el de Barcelona El Prat, ubicado a 13 km del Enjoybcn Dali Apartments."
400,Praktik Garden,"8,2",2,Eixample,0.7,2.302,"El Praktik Garden alberga una terraza jardín encantadora y está situado a 400 metros del exclusivo Paseo de Gracia de Barcelona. Ofrece habitaciones elegantes, totalmente reformadas en 2015, con suelo de mosaicos de colores, TV de pantalla plana y conexión WiFi gratuita.

A pocos pasos del hotel está la estación de metro Girona, desde donde se puede llegar a la playa de la Barceloneta en 15 minutos. Plaza Cataluña está a 10 minutos a pie del hotel.

Todas las habitaciones del Praktik Garden están equipadas con aire acondicionado y baño moderno con ducha. Algunas tienen balcón.

El hotel dispone de salón y terraza jardín amueblada. Además, hay máquinas expendedoras de bebidas disponibles las 24 horas."
401,Hostal Felipe 2,"7,4",2,Eixample,1.2,1.087,"El Hostal Felipe 2 está situado en un edificio modernista junto a la avenida Diagonal, a menos de 5 minutos a pie de la estación de metro Verdaguer. Este hostal ofrece conexión Wi-Fi gratuita en todas las zonas.

Las habitaciones del hostal Felipe son luminosas y disponen de suelo de madera y TV. Los baños pueden ser privados o compartidos. La mayoría de las habitaciones tienen aire acondicionado y calefacción, y algunas cuentan con balcón. Se proporcionan toallas y ropa de cama.

El establecimiento cuenta con una zona de ordenadores que abre por las tardes. En la recepción hay consigna de equipaje y cajas fuertes.

En los alrededores del establecimiento Felipe 2 hay numerosos restaurantes y tiendas. La famosa Sagrada Familia queda a solo 10 minutos a pie y el paseo de Gracia y La Pedrera de Gaudí, a menos de 1 km.

El establecimiento se encuentra a 20 minutos en metro de la plaza de Cataluña y de Las Ramblas, y a menos de 3 km de la estación de trenes de Sants y de la estación de autobuses de Nord."
402,Rocafort in Eixample,"7,3",3,Eixample,1.7,2.918,"Rocafort in Eixample se encuentra en Barcelona, a 15 min a pie de Fuente Mágica de Montjuïc y a 1,4 km de Estación de tren de Sants, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento está equipado con TV de pantalla plana y baño privado con ducha y artículos de aseo gratuitos. La cocina dispone de nevera, horno y microondas. Algunas unidades incluyen terraza y/o balcón con vistas a la ciudad.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Casa Batlló y Plaza Cataluña. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
403,Stay U-nique Apartments Pau Claris II,"8,8",4,Eixample,0.6,2.344,"Stay U-nique Apartments Pau Claris II se encuentra en el centro de Barcelona, a 4 min a pie de Casa Batlló y a 200 metros de Paseo de Gracia, y ofrece wifi gratis. Este apartamento está a 11 min a pie de Palacio de la Música Catalana y a 1,2 km de Catedral de Barcelona.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como La Pedrera, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
404,Stay U-nique Apartments Salva II,"6,8",3,Sants,1.4,2.510,"Stay U-nique Apartments Salva II, que cuenta con vistas a la ciudad, ofrece alojamiento con balcón y hervidor, y está a unos 3 km de Platja de Sant Miquel. El alojamiento está a 17 min a pie de Fuente Mágica de Montjuïc y dispone de wifi gratis en todo el alojamiento.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Portal del Ángel y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
405,H La Paloma Boutique,"8,0",2,Ciutat Vella,0.7,1.900,"El H La Paloma Boutique se encuentra en el barrio del Raval, a solo 200 metros del mercado de Sant Antoni.
 Las habitaciones del H La Paloma Boutique presentan una decoración moderna y elegante.
Cuentan con 1 cama extragrande, conexión WiFi gratuita, smart TV y baño privado con secador de pelo y artículos de aseo gratuitos. También cuentan con aparcamiento privado y servicio de habitaciones las 24 horas.
El H La Paloma Boutique goza de una ubicación ideal para visitar los principales centros de interés a pie, ya que se encuentra a 600 metros del Museo de Arte Moderno MACBA y a solo 5 minutos a pie del paseo de Gracia, la plaza de Cataluña y Las Ramblas.
Las estaciones de metro de Sant Antoni y Universidad están a pocos metros."
406,Stay U-nique Apartments Pellaires,"8,3",3,Sant Martí,3.9,2.403,"Stay U-nique Apartments Pellaires se encuentra a 8 min a pie de Platja de Llevant, en Barcelona, y ofrece alojamiento con aire acondicionado y wifi gratis.

El apartamento ofrece terraza, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y lavavajillas, y baño privado con ducha y secador de pelo. También se ofrece horno, microondas y fogones, además de cafetera y hervidor.

Playa de la Mar Bella está a 9 min a pie del alojamiento, y Platja de la Nova Mar Bella está a 900 metros. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 17 km del alojamiento."
407,Avenida Gaudi Barcelona,"8,6",4,Eixample,2.3,3.200,"Avenida Gaudi Barcelona se encuentra en Barcelona, a 5 min a pie de Sagrada Familia y a 1,9 km de La Pedrera, y ofrece alojamiento con aire acondicionado, balcón y wifi gratis. Este apartamento está a 2 km de Paseo de Gracia y a 2,8 km de Casa Batlló.

El apartamento tiene 3 dormitorios, una cocina con nevera y lavavajillas, y 2 baños con ducha, artículos de aseo gratuitos y lavadora. Hay toallas y ropa de cama en el apartamento.

Estación de metro Passeig de Gràcia está a 3,3 km del alojamiento, y Teatro Tívoli está a 3,4 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 16 km."
408,Clot market,"7,2",3,Sant Martí,2.7,1.800,"Clot market se encuentra en Barcelona, a 2,6 km de Platja de la Nova Icària y a 2,7 km de Playa de la Mar Bella, y ofrece alojamiento con aire acondicionado, terraza y wifi gratis. Este apartamento ofrece alojamiento con balcón.

El apartamento cuenta con 1 dormitorio, una cocina con nevera y lavavajillas, y 1 baño con bañera o ducha, secador de pelo y lavadora. Hay toallas y ropa de cama en el apartamento.

Platja del Bogatell está a 2,7 km del alojamiento, y Sagrada Familia está a 17 min a pie. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 15 km del alojamiento."
409,Cozy apartment in Gracia,"6,3",3,Gracia,1.5,1.876,"Cozy apartment in Gracia está en el barrio de Gracia, en Barcelona, a 2 min a pie de Paseo de Gracia y a 400 metros de La Pedrera, y ofrece alojamiento equipado con balcón y wifi gratis. Este apartamento está a 1,9 km de Palacio de la Música Catalana y a 1,7 km de Plaza Cataluña.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con microondas y hervidor, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
410,Arenas Atiram Hotels,"8,5",4,Les Corts,3.7,2.481,"El hotel Arenas se encuentra en Barcelona, a 200 metros de las numerosas tiendas y restaurantes de la avenida Diagonal, y ofrece habitaciones modernas con TV y reproductor de DVD.

Cada mañana se sirve un desayuno buffet en el restaurante del hotel.

Hay un aparcamiento público a 3 minutos del hotel.

El Arenas Atiram está a 15 minutos a pie del estadio de fútbol Camp Nou. La estación de metro María Cristina se halla a 200 metros y el centro comercial L’Illa, a 10 minutos a pie."
411,Cozy near the Barcelona Camp Nou Stadium,"8,1",3,Les Corts,3.9,2.303,"Cozy near the Barcelona Camp Nou Stadium está en Barcelona, a 14 min a pie de Camp Nou y a 1,8 km de Estación de tren de Sants, y ofrece wifi gratis y aire acondicionado. Este apartamento está a 3,1 km de Fuente Mágica de Montjuïc y a 4,2 km de Paseo de Gracia.

El apartamento dispone de 1 dormitorio, una cocina con nevera y horno, y 1 baño con ducha, secador de pelo y lavadora. Hay toallas y ropa de cama en el apartamento.

La Pedrera está a 4,3 km del alojamiento, y Casa Batlló está a 4,4 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
412,Alcam Alio 1,"7,4",3,Gracia,1.8,2.321,"Alcam Alio 1 se encuentra en el barrio de Gracia, en Barcelona, cerca de La Pedrera. Tiene terraza, wifi gratis y lavadora. Este apartamento está a 1,9 km de Estación de metro Passeig de Gràcia y a 2,3 km de Teatro Tívoli.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Sagrada Familia y Casa Batlló. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
413,Enjoy Apartments Urban Retreat Valencia 4,"8,5",4,Eixample,2.0,2.868,"Enjoy Apartments Urban Retreat Valencia 4 se encuentra en Barcelona, a 2,7 km de Platja de la Nova Icària y a 3 km de Platja del Somorrostro, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Este apartamento está a 3 km de Platja del Bogatell y a 2,5 km de Paseo de Gracia.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Sagrada Familia, La Pedrera y Casa Batlló. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 15 km del alojamiento."
414,Hotel Alguer Camp Nou,"8,3",2,Les Corts,4.5,1.959,"El Hotel L’Alguer Nou está situado a solo 500 metros del estadio del FC Barcelona, el Camp Nou, y a 220 metros de la estación de metro Collblanc. Este hotel de gestión familiar ofrece bar, salón y recepción abierta las 24 horas.

Las habitaciones de L’Alguer Nou Hotel son sencillas y funcionales y disponen de suelo de baldosa, TV, baño privado, aire acondicionado en verano y calefacción central en invierno.

El Hotel L’Alguer Nou sirve un desayuno buffet diario que incluye platos fríos y calientes.

Desde la estación de metro Collblanc hay conexiones en 30 minutos con el aeropuerto de Barcelona. L'Alguer Nou se encuentra a 20 minutos a pie del campus de la Universidad de Barcelona. El hotel está a 10 minutos en autobús de la estación de tren de Sants y a unos 200 metros de una parada de autobús."
415,Sweett - Ausias Marc,"8,6",3,Eixample,1.7,2.506,"Sweett - Ausias Marc se encuentra en Barcelona, a 1,9 km de Platja de la Nova Icària y a 2,1 km de Platja del Somorrostro, y ofrece alojamiento con aire acondicionado, balcón y wifi gratis. Este apartamento está a 2,2 km de Platja del Bogatell y a 2,4 km de Platja de la Barceloneta.

El apartamento tiene 2 dormitorios, una cocina con nevera y horno, y 1 baño con ducha, artículos de aseo gratuitos y lavadora. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Sagrada Familia, Paseo de Gracia y Palacio de la Música Catalana. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
416,Alojamiento Villarro,"8,2",,Eixample,1.9,1.112,"Alojamiento Villarro está en Barcelona, cerca de Paseo de Gracia, La Pedrera, y Estación de tren de Sants, y ofrece wifi gratis.

Cada unidad tiene baño compartido, ducha, aire acondicionado, TV de pantalla plana y nevera. También hay microondas, fogones y tostadora, además de cafetera y hervidor.

Casa Batlló está a 1,8 km del alojamiento, y Plaza Cataluña está a 2,5 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
417,Cuatro Naciones,"8,2",2,Ciutat Vella,1.0,1.842,"El Cuatro Naciones goza de una ubicación ideal en las famosas Ramblas de Barcelona, ​​a 200 metros de la estación de metro de Drassanes. Este establecimiento está situado en un edificio del siglo XVIII y ofrece habitaciones con WiFi gratuita y TV vía satélite de pantalla plana.

El Naciones tiene una decoración sencilla y las habitaciones cuentan con aire acondicionado y baño privado con secador de pelo.

La catedral de Barcelona está a unos 10 minutos a pie, mientras que el Puerto Viejo se encuentra a solo 400 metros.

Además, el Cuatro Naciones queda a 5 minutos a pie del Barrio Gótico y de sus numerosos restaurantes, bares y cafeterías."
418,Alcam Flassaders,"8,0",3,Ciutat Vella,1.0,1.981,"Alcam Flassaders se encuentra en el centro de Barcelona, a poca distancia de Platja del Somorrostro y Platja de la Barceloneta. Ofrece equipamiento como wifi gratis, aire acondicionado, horno y cafetera. Este apartamento está a 12 min a pie de Plaza Real y a 1,3 km de Paseo de Gracia.

El apartamento cuenta con 1 dormitorio, una cocina totalmente equipada con nevera y lavavajillas, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Platja de Sant Miquel, Museo Picasso y Santa María del Mar. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
419,Uma Suites Sagrada Familia,"8,7",4,Eixample,1.8,2.165,"Uma Suites Sagrada Familia se encuentra en Barcelona, cerca de Sagrada Familia, Casa Batlló, y Paseo de Gracia. Dispone de wifi gratis y terraza.

El alojamiento tiene aire acondicionado, cocina totalmente equipada, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, horno y microondas, además de cafetera y hervidor.

Platja de la Nova Icària está a 2,7 km del alojamiento, y Platja del Somorrostro está a 3 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
420,Stay U-nique Apartments Rambla Catalunya III,"8,4",3,Eixample,0.6,2.570,"Stay U-nique Apartments Rambla Catalunya III ofrece alojamiento con wifi gratis, cocina, nevera, lavavajillas y horno a 700 metros del centro de Barcelona.

Cada unidad tiene baño privado, ducha, aire acondicionado, TV y microondas. También hay fogones y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Paseo de Gracia y Estación de metro Passeig de Gràcia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
421,Ola Living Consell De Cent,"8,7",4,Eixample,1.3,2.954,"Ola Living Consell De Cent está en Barcelona, cerca de Sagrada Familia, Casa Batlló, y La Pedrera, y ofrece wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada, TV y baño privado con ducha y secador de pelo. También hay nevera, horno y microondas, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Palacio de la Música Catalana y Estación de metro Passeig de Gràcia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
422,Stay Unique Apartments Corsega,"6,4",3,Gracia,1.5,2.252,"Stay Unique Apartments Corsega está en el barrio de Gracia, en Barcelona, a 8 min a pie de La Pedrera y a 600 metros de Paseo de Gracia, y ofrece alojamiento equipado con balcón y wifi gratis. Este apartamento está a 15 min a pie de Sagrada Familia y a 1,9 km de Palacio de la Música Catalana.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km."
423,Leonardo Boutique Hotel Barcelona Sagrada Familia,"8,7",3,Sant Martí,3.0,1.726,"El Leonardo Boutique Hotel Barcelona Sagrada Familia se encuentra a solo 15 minutos a pie de la Sagrada Familia de Gaudí. Alberga un solárium en la azotea con vistas panorámicas a Barcelona, así como habitaciones con conexión WiFi gratuita.

Todas las habitaciones modernas del Leonardo Boutique Hotel Barcelona Sagrada Familia dan al exterior e incluyen aire acondicionado, calefacción, TV de pantalla plana y baño privado con secador de pelo.

El Leonardo Boutique Hotel Barcelona Sagrada Familia sirve un desayuno buffet todos los días. Bajo petición previa, también se preparan platos sin gluten. En verano, el desayuno se puede tomar en la terraza. Además hay máquinas expendedoras de aperitivos y bebidas.

La recepción abre las 24 horas y facilita información turística. El establecimiento está a 200 metros de la estación de metro de Clot, que comunica con el centro de la ciudad en 10 minutos."
424,Sweett - Jardinets,"8,8",4,Gracia,1.5,2.911,"Sweett - Jardinets está a pocos pasos de Paseo de Gracia, en Barcelona, y ofrece alojamiento con aire acondicionado y wifi gratis.

El apartamento ofrece balcón, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y lavavajillas, y baño privado con bidet y artículos de aseo gratuitos. También hay horno, microondas y fogones, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como La Pedrera, Casa Batlló y Estación de metro Passeig de Gràcia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
425,HG City Suites Barcelona,"8,5",4,Sarrià,2.3,2.624,"El HG City Suites Barcelona está situado en el límite del popular barrio de Gracia de Barcelona, ​​a 300 metros de la estación de metro de Fontana. Las habitaciones de este establecimiento son amplias y modernas y disponen de control de temperatura, minibar y TV de pantalla plana vía satélite.

Todos los alojamientos del HG City Suites Barcelona incluyen caja fuerte y baño privado con secador de pelo y artículos de aseo. Además, se proporciona conexión WiFi gratuita en todas las habitaciones y zonas comunes.

La estación de tren de Gracia FGC está a solo 200 metros del HG City Suites Barcelona y el autobús 24 para cerca. Ambos medios de transporte ofrecen acceso a la plaza de Cataluña en menos de 20 minutos. El Paseo de Gracia se encuentra a 15 minutos a pie del HG City Suites Barcelona.

Hay aparcamiento público disponible cerca del hotel, con descuentos especiales para los huéspedes."
426,Stay U-nique Apartments Gaudi III,"9,0",4,Eixample,2.2,3.134,"Stay U-nique Apartments Gaudi III está a 5 min a pie de Sagrada Familia y ofrece alojamiento con aire acondicionado, patio y wifi gratis.

El apartamento ofrece terraza, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y lavavajillas, y baño privado con ducha y secador de pelo. También hay horno, microondas y fogones, además de cafetera y hervidor.

La Pedrera está a 1,8 km del alojamiento, y Paseo de Gracia está a 1,9 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
427,Stay U-nique Apartment Maurici Serrahima,"8,4",4,Gracia,2.5,2.171,"Stay U-nique Apartment Maurici Serrahima se encuentra en Barcelona, a 12 min a pie de Paseo de Gracia y a 1,5 km de La Pedrera, y ofrece alojamiento con equipamiento como wifi gratis y TV. Ofrece balcón y terraza.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 3 baños con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Casa Batlló está a 2,2 km del alojamiento, y Parque Güell está a 16 min a pie. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 16 km del alojamiento."
428,Fisa Rentals Les Corts Apartments,"8,7",4,Les Corts,2.5,2.797,"Estos apartamentos modernos y elegantes disponen de conexión Wi-Fi gratuita y cocina bien equipada. Se encuentran a solo 10 minutos a pie de la estación de tren de Sants y a 450 metros de la estación de metro de Entença.

Los luminosos apartamentos del Fisa Rentals presentan una decoración minimalista. Tienen aire acondicionado, sala de estar con TV de pantalla plana por cable y cocina con lavadora, microondas y cafetera. Algunos apartamentos disponen de terraza con vistas a la ciudad y están disponibles bajo petición (sujetos a disponibilidad).

Los Fisa Rentals Les Corts Apartments están cerca de una variedad de bares y supermercados. Se sitúan a unos 600 metros del centro comercial L'Illa Diagonal.

Los apartamentos se hallan a 5 minutos a pie de una parada por donde pasan autobuses en dirección al centro de la ciudad. Podrá llegar al estadio Camp Nou del FC Barcelona en 20 minutos a pie o en 5 minutos en autobús o metro."
429,Lodging Apartments Monumumental FREE PARKING,"8,3",4,Eixample,1.5,3.304,"Lodging Apartments Monumumental FREE PARKING se encuentra en el barrio de Eixample, en Barcelona, a 2,5 km de Platja del Somorrostro, a 2,7 km de Platja del Bogatell y a 2,8 km de Platja de la Barceloneta. Este alojamiento está a 2,4 km de Platja de la Nova Icària y ofrece wifi gratis y parking privado en el propio alojamiento.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Sagrada Familia, Paseo de Gracia y Palacio de la Música Catalana. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km del alojamiento."
430,Villa Olimpica Beach,"8,2",3,Sant Martí,1.8,3.200,"Villa Olimpica Beach se encuentra en Barcelona, a 12 min a pie de Platja del Somorrostro y a 1,1 km de Platja de la Nova Icària, y ofrece alojamiento con equipamiento como wifi gratis y TV. Este apartamento está a 16 min a pie de Museo Picasso y a 2,8 km de Paseo de Gracia.

El apartamento tiene 3 dormitorios, una cocina con nevera y lavavajillas, y 1 baño con ducha, artículos de aseo gratuitos y lavadora. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Platja de la Barceloneta, Port Olimpic y Santa María del Mar. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km."
